Date,Name,Year,Letterboxd URI,Rating,Rewatch,Review,Tags,Watched Date
2025-12-26,Once Upon a Time in America,1984,https://boxd.it/ceKAv9,5,,"üzerine konuşmak istediğim tonlarca şey var. kesinlikle tekrar izleyeceğim ve o zaman bunları gördüğümde çok yüzeysel detaylara boğulmuşum gibi kalabilir. kafamda hala o telefonun zangırtısı varken yazıyorum.

ÖNCELİKLE VE EN ÖNCELİKLE noodles inanılmaz bir orospu çocuğu. sinema tarihinin en büyük güvenilmez anlatıcısı (gone girldeki gibi) olabilir. Film 2 saat boyunca bize Noodles'ın sadık bir romantik olduğunu yaşanan olaylarda, 33 ve 68 yıllarının sahnelerinde acıklı deniro bakışlarıyla, arkadaki hüzünlü müziklerle kendini masum bir antihero olarak tanıttı. Zaten üzerine en çok yazmak istediğim filmin en büyük kırılma noktası olan tecavüz sahnesinde de bunun ne kadar büyük bir dolandırmaca olduğunu izlerken ben de tecavüze uğrayarak fark ettim. Noodles bir eylem adamı değil, ama tam olarak fat moe gibi bir izleyici de değil.Moe bunu kabul etmiş bir ezik, Noodles ise kabullenememiş bir kompleksli. Aradaki fark, Noodles'ın tehlikeli olması. olayların içinde olmak istiyor ama bir şey yapmıyor. Çocukluğunda tuvaletten Deborah'ı izlediği sahneler gibi noodles genel olarak bir izleyici gibi, partneri max tarih yazıyorken o hapiste. prohibition kalkmadan elinizdeki parayla yatırım yapın ortak olun politikacılardan destek alın teklifine karşı çıkan ""biz kendi halimizde iyiyiz karışmayalım paramız var"" diyen de çetenin işlerinden en uzak olan da o. Noodles filmin ilk yarısında belli başlı falsoları olan ezik bir karakter gibi hissettiriyor. ihanet hikayesini bilmedğimiz için muhtemelen küçük bir hata etmiştir veya elinde olmayan bir yanlış yüzünden pişmandır gibi düşündürtüyor. Filmin genel olarak mafya çevresindeki kadın düşmanlığını vurgulayan temayla birlikte Noodles'ın sadece ezik bir manipülatör olduğunu düşünüyordum. Özellikle Debroah ile sahilde yattıkları sahnede. Kendisine onu hapiste her gece onu düşündüğünü kendisine okuduğu incil kesidini söylediği şiir okuduğu romantik tavırların zaten bir yalan ve manipülasyon olduğu belli, kendisi hapishaneden çıktığı saniye rastgele bi kadının üzerine atlıyor zaten. ama bu onu bir yalancı ve bir manipülatör yapar. ve yeterince iyi gizler ve dramatik müziği dayarsan bunlar bir adamı tamamen kötü, en azından şeytani yapmaz. Bu sadece filmin ilk yarısındaki Noodles. Kendisinin nasıl bir şeytan nasıl bir sülük olduğunu görmeden öncesi.

Deborah ulaşılamayan bir hayaldi. O gettodan temiz çıkmış tek insandı çocukluğunu gördüğümüz tüm karakterler her türlü pisliğin içine girmişken ve bence en önemlisi Deborah dışında çocukluğunu gördüğümüz tek kadın olan peggy'nin fahişelik yaparak mafya ekibine dahil olmasını izlerken Deborah kitap okuyor babasının dükkanının arkasında bale çalışıyor şiirler okuyordu. Deborah, Noodles'ın asla sahip olamayacağı o meşru hayatın simgesiydi. Noodles, Peggy gibi kadınları parasıyla alabiliyordu ama Deborah'ın temsil ettiklerine ulaşması mümkün değildi. Noodles'ın silahıyla ya da parasıyla erişemediği, sadece uzaktan (tuvalet deliğinden) izleyebildiği bir kutsallıktı. Noodles'ı asıl delirten reddedilmek değil, Deborah'ın ona 'Sen buraya ait değilsin' diyişiydi. Noodles bunu naz yapmak sandı ama Deborah ciddiydi. Bütün mekanı kapatıp garsonlara parayı saçtığında, küçük özel bir orkestra kurup okyanus kenarı manzaraya karşı dans edince Deborah'ı etkileyeceğini sandı. Ama karşılaştığı şey Noodles'ın ezikliğinin farkında olan acıyarak bakışıydı. Deborah zengin olmak değil sınıf atlamak istiyordu.Ve o limuzinin arka koltuğuna bindiklerinde, Noodles'ın maskesi düştü. O ana kadar oynadığı 'aşık ve mahzun adam' rolü bitti, içindeki o kompleksli getto faresi o iğrenç ezik orospu çocuğu ortaya çıktı. Filmin en büyük kırılma noktası olarak bu sahnede bütün o mahzun bakışlar tüm dramatik müzikler yok oldu. Noodles o sahnede Deborah'a duyduğu aşktan değil, ona sahip olamamanın verdiği o aşağılık öfkesinden saldırdı. Onu satın alamamanın verdiği öfkeyle onu kirletmek istedi. Sahnenin bu kadar uzun ve müziksiz tutulması bariz bir tercih. Arabanın şoforüne bile aldanmadan kimse dönüp bakmıyor, kimse 'dur' demiyorken. Dünyanın en kalabalık şehrinde, o arabanın içi kadar ıssız ve lanetli bir yer daha yok ve bunu dakikalarca o arabaya gömülmüş gibi izlemek irreversible'dan binlerce kat daha iğrenç. Bu sahneden sonra Noodles tamamen ölü bir adam. 

Ve tabi ki Max.
Eğer Noodles bu hikayenin kalbi ve zaaflarıysa, Max safi akıl ve hırstır. Noodles ne kadar geçmişe saplanıp kaldıysa, Max o kadar geleceğe, güce ve kaosa aşıktı. Noodles'ın o ezikliği ne kadar tehlikeliyse, Max'in o hesapçı kibri de o kadar tehlikeliydi. Her nasıl ilk olarak Noodles'ı tuvalet deliklerinden insanları izlemesiyle gördüysek, Max'i de ilk olarak arabanın üstünde insanlara yukarıdan bakarken gördük. Max Noodles'ı sadece kendi çıkarları için bir piyon olarak kullandı ve salak duygusallığından nefret etti. Onu hapishaneden aldığında zaten Noodles'ın çoktan çeteden atılmış olduğu belliydi. İşler kötüye gittikten sonra o Tanrı kompleksiyle, babası gibi bir bakımevinde çürüyerek, sıradan bir ölümlü gibi gitmektense Merkez Bankasına saldırıp devlete kafa tutarak ölmek istedi.Ve bunun için Noodles'a ihtiyacı vardı. Max'in o delirmiş gibi duran halleri, o megaloman nutukları aslında Noodles'ı o noktaya, yani ihanete itmek için kurgulanmış bir oyundu. Max, Noodles'ın karakterini o kadar iyi çözmüştü ki, onun dostunu kurtarmak bahanesiyle kendini ihbar edeceğini adı gibi biliyordu. Hatta bunu istiyordu. Prohibiton cenazesi sonrası baş başa kaldıkları sahnede, masadaki o telefon ahizesini eliyle düzelttiği o milisaniyelik an İşte filmin bütün kilidi oradaydı. O hareket bir tik değildi Noodles'a bilinçaltından gönderilmiş sessiz bir kışkırtmaydı ""Ne yaptığını biliyorum ve göz yumuyorum. Beni ihbar et. Ben efsane olarak öleceğim, sen de vicdan azabıyla yaşayacaksın."" Noodles o telefonu titreyerek çevirirken özgür iradesiyle bir karar verdiğini sanıyordu ama aslında Max'in yazdığı final sahnesini oynuyordu. Max o gece istediğini aldı o bankaya gitti, ölümüne kadar güvendiği arkadaşlarının yanında yanarak öldü. Geriye ise yaşayan bir ölü, susturulamayan bir telefon sesi bıraktı. 


Ve her şeyin sonunda, o zangır zangır çalan telefon sesi.. O ses Noodles'ın vicdanıydı ve susmuyordu. Noodles o sesten kaçmak için kendini o Çin afyon tekkesine attı, dumanı ciğerlerine çekti ve film bitti. 1933 yılında FİLM BİTTİ.bütün 1968 sahneleri, Noodles'ın yaşlılığı, Max'in aslında ölmemesi, Bakan Bailey olması, o frizbi sahnesi... Bunların hiçbiri yaşanmadı. Bunlar, arkadaşlarını ölüme gönderdiği gerçeğiyle yüzleşemeyen Noodles'ın, o ranzada sızıp kalırken vicdanını temizlemek için cukcukcuk çektiği afyonun rüyasıydı. Böylece vicdanının sesi susacaktı. çünkü bizim bu ezik orospu evladımızın kurguladığı o saçma 1968 hayallerinde aslında Max ölmemişti hatta ve hattaaa bakan falan olmuş inanılmaz mevkilere gelmiş ve Noodles'ı kandırmıştı Noodles 35 sene vicdan azabı çekmiş. Max onun parasını karısını hayatını gençliğini çalmıştı (her biri BİRER BİRER tutarsız). artık hırsız, hain ve ezik bir orospu çocuğu değildi. Bir şekilde kendini kurban durumuna düşürmeyi başarmıştı bu rüyayla. Öyle bir rüya ki prohibition kalkarsa diye konuştukları yatırım tartışmasında Max'in politikacılar tarafından korunacağız lafına Noodles'ın politikacılardan nefret ederim lafının üzerine hayal etmiş gibi Max en başarılı politikacılardan biri oluyor onca cinayete hırsızlığa tacize tecavüze rağmen öyle hop istediği gibi en tepeye ulaşıveriyor. Öyle bir rüya ki kendisinin satın alamadığı o ulaşamadığı saf ve masumiyeti temsil eden Deborah bi anda sevdiği adamın en yakın arkadaşıyla bir çocuk yapmış. Noodles'ı reddetmesinin ana sebebi olan kara para ve mafyanın kirli parası bi anda tamamen önemsiz olmuş ve Max ile evlenmişti? Böylece elde edemediği kadın da artık o ulaşılamayan kadın değildi, Max onu çok daha fazla para ve mevkiyle alabilmişti, Noodles afyonu öyle bir çekmişti ki rüyasında sadece arkadaşlarını ölüme götürmenin vicdan azabını değil reddedildiği kadının seviyesini de indirebildiği kadar indirerek yaşadığı aşağılık kompleksini de silivermişti. 


Ve kapanıştaki o gevşek kafası güzel deli gülümseyiş. Noodles o gülüşle, 35 yıllık bir yalanı gerçeğe tercih ettiğini mal mal gülerek itiraf ediyor. O sırıtış, Hepsini kandırdım, en çok da kendimi kandırdım ve bu hikayenin kurbanı olmayı başardım demenin sırıtışı. Zamanı yenemedi ama zamanı o dumanın içinde dondurdu. Perde kapandığında Noodles, ihanetiyle ve cesetlerle dolu 1933'te değil kendi yazdığı, kendisinin istisnasız hayatın her alanında masum bir kurban olduğu o gevşek masalın içinde sonsuza dek gülümsüyor. O TELEFON ARTIK ÇALMIYOR.",,2025-12-26
2025-12-27,Alphaville,1965,https://boxd.it/cfLG45,3,,"çok yorucu bir deneyim. aşırı parlak veya aşırı loş ışıklar, gürültülü ve kirli sesler tamamen bi anda kesilen diyaloglar, kasıtlı olarak izlemesi en zor hangi hale gelebilirse godard o hale getirmiş tam bir fransız yeni dalgası kuralları ne kadar yıkabilir ve izleyiciyi ne kadar hırpalayabilirse diye elinden geleni yapmış. nasıl bir şizofreni atağı yaşadıysa şu yazıp yönettiği film blade runnerdan matrixe çoğu distopik sinema kurgusunun fikir babası. equilibrumdaki duyguların yasaklandığı distopya konsepti tamamıyla bu filmden alınmış. e tabi ilk onları izleyip sonra atasını görünce insan garip oluyor, gerçekten çok yoruldum ve indirdiğim altyazıları senkronize etmekte zorlandığım için godardın filmini postmodern bir çorba haline getirmek istemesinden ötürü bir diyalogda 4 dilde konuşan aktörler beni boks torbasına çevirdi",,2025-12-27
2025-12-31,Seven Samurai,1954,https://boxd.it/ck4gsz,4.5,,"""In the end, we lost this battle too. The victory belongs to those peasants. Not to us.""

 Seven Samurai, sadece senaryosunun kusursuzluğuyla değil, sinema tarihinin ""alfabesini"" değiştiren o kusursuz görsel diliyle neden her zaman baktığım neredeyse her filmle alakalı essayler için yüzbinlerce kez referans alındığını çok iyi anladığım bir başyapıt. Daha önce izleyemediğim için utanıyorum.

Modern gözlerin geniş ekrana (klasikleşen 16:9 ratio'ya) alışık olduğu bir dönemde, Kurosawa’nın 1.37:1 Academy Ratio tercihi, bir kısıtlama veya zorluk gibi hissettiriyor olabilir başlarda ama o dar çerçeve, 7 samurayı ve köylüleri aynı kadraja sıkıştırarak inanılmaz bir ""birlikte"" olma hissi yaratıyor. Dikey derinliğin bu kullanımı yağan yağmuru, göğe kalkan mızrakları ve o klostrofobik orman dokusunu üzerinize yıkıyor. Film sizi izleyici koltuğundan alıp, o çamurun ve sıkışmışlığın tam ortasına bırakıyor. Bu oranın aynı zamanda gözü yormadan ve sürekli ordan oraya ekranı süzmenizi engellediğinden 200 dakikalık bu filmi hiç yorulmadan bitirmenize yardımcı olduğunu düşünüyorum. Çünkü şimdiye kadar izlediğim 3 saatin üzerindeki neredeyse her filmde en azından belli başlı 20 30 dakikalık yerlerin temposunun aşırı düşmesinden, pacingin yavaşlığından veya filmi anlamak için harcadığım efordan yakındığım oldu.

Kurosawa seyirciyi aptal yerine koyan, ""bakın şimdi ne hissediyoruz, şimdi bu karakter bu yüzden böyle aha böyle olmalı aha şimdi üzülelim"" diyen o ucuz diyaloglara veya filler sahnelere asla başvurmaz. Her şey ""Show, Don't Tell"" ile işlenir. Grubun hiyerarşisini anlamak için kimsenin rütbesini söylemesine gerek yok, sadece Kambei’nin duruşuna, ışığın kimin yüzüne düştüğüne veya bir karakter konuşurken diğerlerinin nasıl pozisyon aldığına bakmanız yeterli. Bayrağın dalgalanışından mezar tepeciklerinin duruşuna her şey inanılmaz bir düzende yapılmış. Bu, bilinçdışına işleyen ve otomatik olarak algıladığınız bir dil. İnsana dokunan filmler üreten usta yönetmenlerin çoğunda olan ve beni harika hissettiren bir olay bu.

7 samurayın her biri hikayeye o kadar iyi katkı sağlıyor ve o kadar iyi işlendi ki muhtemelen aralarında en az screen time almış olan Gorobei bile öldüğünde inanılmaz üzüldüm. Feodal düzenin iğrençliği ve köylülerin fakirliğinin birer erdem değil onları canavara çeviren bir hastalık olarak filtresiz gösterilmesi harika. Onurun bir anlamının kalmayışı, yüzyıllardır devam eden sınıfsal çatışma ve iğrenç ataerkil hiyerarşide her şey o kadar saydam ki insanın filmi durdurup sövesi geliyor. Shino'nun babasının kızının aşkına bir leke gibi bakıp sırf samurayla evlenemeyeceği için kızının ""değerinin"" düştüğünü ve onu bir mal gibi alıp satmaktan bahsederkenki sefil bencilliği tam olarak Kikuchiyo'nun baştaki tiratında dediği şey evet onlar birer canavar, ikiyüzlü bencil ve korkarlar ama onları bu hale siz getirdiniz.

Filmin en can alıcı noktasıysa ölen hiçbir samurayın birer epik düelloyla, kusursuz bir kılıç ustasının elinde ölmemesi. Her biri ayrı ayrı bok yoluna gidiyor. Kılıcın allahı o insanüstü kyuzo bile çamurun içinde karanlıktan sıkılan kör bir tüfek kurşunuyla onursuzca ve hak etmediği bir şekilde ölüyor. Artık samuray devrinin bittiği ve yerini barutun pragmatizmin aldığını gösteriyor.

Sonda neşeyle pirinç eken köylüler ve tepedeki dört sessiz mezar İşte Kambei’nin Yine kaybettik demesinin sebebi tam olarak bu. O canavar köylüler, hayatta kalma içgüdüleriyle samurayları sadece birer araç olarak kullandılar tarlayı korumak için kiralanmış, işleri bitince de geçmişte bırakılmış birer araç. Samuraylar rüzgar gibi esip geçti, köylüler ise toprak gibi kaldı. Kurosawa finalde bize zaferin değil, hayatta kalmanın ne kadar acımasız, pragmatik ve nankör bir şey olduğunu gösteriyor. İnsan doğasının nankörlüğün ve fedakarlığın üzücü bir sonu. ",,2025-12-30
2026-01-01,Dogville,2003,https://boxd.it/clXUT5,4,,"Öncelikle aradan çıkarmam gereken o teknik rezillikten, Jump Cut denen bu iğrenç numaradan başlamak istiyorum. 
Ben kıytırık bir burs başvurusu için çektiğim bir tanecik 5 dakikalık videoda bile kendimi tek seferde, akıcı ve hatasız anlatabilmek için birkaç saatimi harcayıp onlarca video çekiyorsam dünya çapında bir yönetmenin ""olmadı, kesip yapıştıralım"" deme lüksü olamaz. Düpedüz tembellik. Grace yatağa uzanmışken milisaniye sonra ayakta Tom’u susturuyorsa, bu benim zaman algımla oynamak değil, beni aptal yerine koymaktır. ""Oyuncuyu o duygu durumunda tutamadım, tek seferde çekemedim, o yüzden montajla yamadım"" demenin sinematik karşılığı. Duygusal yoğunluğun zirve yapması gereken anlarda sahnenin ""pıt"" diye kesilmesi, beni filmin içine çekmek yerine yakamdan tutup dışarı fırlattı. Özellikle 3 saat süren bir film için en küçük teknik eksiklikler izleme zevkini korkunç derecede bozuyor. Hele bir de böyle bir deneysel set ortamında ve o tiyatrovari ortamında.

Bu teknik işkenceye rağmen senaryonun beni getirdiği nokta korkunç. Kendimi gecenin 4'ünde bir bebeğin annesinin gözü önünde taranmasına zıplayarak sevinirken buldum. Kaybeden Grace oldu. 3 saat boyunca çocuk gibi mırıldanıp durduğu tanrısal bakış açısından merhametini adaletini ve ahlakını kaybetti. Böylece babasının temsil ettiğini öğrendiğimiz güç yargı ve infaz yöntemini reddederek kaçtığı dogvillede Grace'in ruhunu o kadar kirletip o kadar aşağıladılar ki dönüp babasına sen haklıydın demek zorunda kaldı. Bütün filmin en iyi sahnesi de babasının Grace'e merhametinin en büyük kibiri olduğunu anlattığı monologdu. ""Onları yargılamıyorsun çünkü onları kendinle eşit görmüyorsun. Onları birer hayvan, birer aciz varlık olarak görüyorsun."" Senaryo insanı o kadar bunaltıp o kadar dolduruyor ve aptal yerine koyuyor ki sondaki katliamın her bir milisaniyesinde içinin yağları eriyor ve sen de o suça ortak oluyorsun. 3 saat sövdüğüm köylülerin ilkelliğinden bi farkım kalmadı yoruldum ve tatmin oldum 4/5",,2026-01-01
2026-01-03,Funny Games,1997,https://boxd.it/copBvn,3.5,,"şimdiye kadar izlediğim en lüks sefillik

common sense ve basit hayatta kalma içgüdülerini tamamıyla yitirecek kadar rahat ve konfor alanına yapışmış zengin sefil ezik bir aile. Hayatı boyunca hiç tehlikeli bir durumda kalmamış hiç tedbir alma gereği duymamış bir aile. nezaket maskesiyle o kadar uzun süre yaşamışlar ki karşılarındaki 2 tane canavar, köpeklerini öldürmüş, adamın dizini parçalamış olmasına rağmen hala ""lütfen evimi terk et"" lütfen şu lütfen bu bitte bitte bitte bitte."" Mutfağa yakınken koşmuyor. saldırabileceği mesafeden yalvarıyor, mantıklı konuşmaya çalışıyor. karakterler her bu eziklikle karşılaştığında daha da eğleniyor ve karşılarındakilerin ne kadar zayıf olduğunu fark ettiğinden gardlarını daha da düşürerek giderek daha riskli ve daha aşağılayıcı oyunlara geçiyorlar. 


Abi inanamıyorum adamlar sizi evde tek başınıza bırakıp 2 saat gittiler yine mi kaçamadınız ya? hele o çocuğun maksimum 2 metre olacak bahçe kapısından atlayamaması, tırmanmayı denemedi bile, olduğu yerde zıp zıp zıplayıp geri dönmesi, 70 yaşında romatizmalı dedeler gibi hareket ediyor, hayatında hiç adrenalin görmemiş, bütün motor becerileri tenis kortunda körelmiş. O kapının önündeki acizliği, genetik hattın neden kuruması gerektiğini bağırıyordu.

Bu aile ölmeyi o kadar hak ediyordu ki, kadın bir anda o tüfeğe davranıp fattyi vurduğu anda delirdim. Ben 1.5 saattir sizin en basit hayatta kalma reflekslerini bile gösteremeyişinizin işkencesini çekiyorum, sen ne ara John Wick’e dönüştün de o tüfeği kaptın? zaten olay da tam olarak bunun bir Hollywood klişesinden ibaret olacağını göstermek olduğundan baş psikopatımız kumanda ile geri sardı olayı. Çok garip ve beklemediğim bir andı. Neyse sonuç olarak şu ailenin mutlu bir sona ulaştığını görsem sinirden ekranı parçalardım. Doğal seçilim kazandı, zayıf olan elendi. Özellikle o teknedeki gündelik, bomboş sohbet kısmı ve ardından Anna'nın suya atılmasındaki o acımasız soğukluk. Kadının bir çöp torbası gibi, sıfır dramayla, müziksiz ve sessizce suya itilmesi, işte o donukluk beni baya etkiledi. ",,2026-01-02
2026-01-05,The Hateful Eight,2015,https://boxd.it/crMHGJ,3.5,,"ULTRA PANAVISION 70 İNANILMAZ bir şey.
Görsel olarak en beğendiğim qt filmi bu oldu ki sanırım bundan sonra 10 filmlik filmografisinden geriye izlemediğim sadece jackie brown ve death proof kalıyor. 

Genel olarak beğendim ama pek de şaşırmadım (amaç bu muydu ondan da emin değilim) ve üzerine çok fazla yazacak kadar da senaryosunu beğenemedim. Tim Roth'un oynadığı karakterin Waltz için yazıldığı ve kesinlikle onunla özdeşleşeyen nezaket ve hafif burjuvazi jestlerin kopyalanmaya çalışılması biraz canımı sıktı aktör resmen Waltz'ın King Schultz personasının kötü bir taklidini yapıyor ve her gördüğümde taklalar atıyorum, harika bir fırsat kaçmış.

 Narrative o kadar sinir bozucu ve gereksiz kullanılmış ki, ortada olan olayları bi anda dış ses rastgele bir şekilde filmin ortasında dökmeye başlıyor ve bıraksa 10 dakika sonra zaten anlaşılacak. Sam jackson yine filmi taşımış <b><i>""YOUUUUU GONNN MAAAAAKE A DEEEAAAAALLLL WITTTHHH THIS DIAAABOOOLICALLLLL BIITTCCCHHHHHHHH""</i></b>",,2026-01-04
2026-01-15,It,2017,https://boxd.it/cDNdv7,1,,CGI bulamacı bokta boğulan karikatürize göz işkencesi berbat sığ çirkin ve sıkıcı ❤️,,2026-01-15
2026-01-17,10 Things I Hate About You,1999,https://boxd.it/cFDoST,2.5,,arada bir ergen romantizmi izlemek lazım,,2026-01-16
2026-01-17,Falcon Lake,2022,https://boxd.it/cFKmgn,3,Yes,"yetişkinlerin dünyasına atlayıp boğulan bir çocuğun coming-of-age filmi. 4:3 kadrajın yarattığı atmosfere ve estetiğine bayıldım. Ama bütün filmin üzerine kurulduğu o ""tekinsiz göl"" metaforu ve finaldeki metafizik, sinema tarihinin en bayat numarası. Görsellik 4, Senaryo 2",,2026-01-17
2026-01-18,The Human Condition I: No Greater Love,1959,https://boxd.it/cH0oYx,3.5,,"""Sinema tarihinin en büyük savaş filmi"" diyorlar ama giriş bölümü tam bir sabır testi. 3 koca saat boyunca Kaji hümanizm ve insan hakları uğruna iyilik yapar > Sistem ağzına sıçar dayak yer > hiçbir şey olmamış gibi tekrar iyilik yapar"" döngüsünü izlemekten ciğerim soldu. Bir üçlemenin build up'ı için karakterin motivasyonları fazla çocuksu, olay örgüsü ise pembe dizi kıvamında melodramatik (ki ben trilojilerin ilk filmlerine karşı ekstra tolerasyonum olduğunu da düşünüyorum ama goat denilen bir serinin başı için ilmek ilmek işlenen bir karakter gelişimini ben valla görmedim ). Savaşın çıplak gerçekliğini direkt yüzüme vurmayacağını zaten biliyordum ama, Kaji'nin ""dünyayı sevgi ve mantık kurtaracak"" sanrısını izlemek beni mahvetti. Teknik işçilik ve Nakadai'nin hatırına bir şey demiyorum ama senaryo matematiği bu kadar tembel olmamalıydı. Kaji'nin o pembe dünyasının başına yıkılmasını beklerken yaşlandım. Trilojinin harika sonu ve kusursuz sinematografi için 3.5 veriyorum. ",,2026-01-16
2026-01-18,The Human Condition II: Road to Eternity,1959,https://boxd.it/cH1Kgz,4,,"İlk filmin askeriyede geçen laciverti. Kubrick'in bu filmden ne kadar etkilendiğini fark etmek acayip zevkliydi titredim resmen. paths of glory bürokrasisiyle o koğuş sahnelerini, kıdemlilerin uyguladığı sistematik psikolojik işkence direkt fmj'ın private Pyle yarısının kopyası gibi. Klasiktir saygı duyalıma gerek yok Kubrick bariz daha iyi. 
Senaryo hala tembel. Kaji yine sistemle savaşıyor, yine dayak yiyor ve inanılmaz bir inatla (aptallıkla) hala bürokrasiden medet umuyor. Adamın ağzına boklu terlik sokuyorlar, o hala gidip ""Komutanım dilekçe verelim erlere vurmak yasaklansın"" diyor amk. Bunu istediğiniz kadar trajik hümanizm veya indomitable human spirit'e falan yorun, bütün bu alt metinlerin bir sonucu olarak karakterin gelişimini sadece bu filmin sonunda cephede görmek seyircinin zekasıyla taşak geçmek gibi. tam 6 saat film izledim ve en az 5 saati aynı döngüde geçti. En son sonunda rus tanklarının gelip de gerçekdışı hayalleri ve ""japon ruhunu"" ezmesi ve insanların acı içinde ölmesini biraz görebilmemiz hatrına ve tabi ki nakadai torpiliyle 4 veriyorum. Kişilik gelişimini son 5 saniyede bile olsa görebilmemiz umut verici. Son filmin diğer ikisi üzerinde ne kadar baskın olduğu da bariz.",,2026-01-17
2026-01-19,The Human Condition III: A Soldier's Prayer,1961,https://boxd.it/cI8pNl,4.5,,"Bu filmin de ortalarına kadar tarihin en büyük balonunu izlediğimden neredeyse emindim. Evet, Kaji artık değişmişti. Çalıp çırpmak, adam öldürmek zorundaydı; ilk filmlerdeki götü tutuşan bürokrat değil, hayatta kalmak için mücadele eden bir hayvana dönüşmüştü falan ama yeterli değildi. Ta ki o Rus esir kampına düşüp, Kaji'nin komünistlerden beklediği o ""yoldaşlık"" tokadını yiyene kadar (Esir düşmeden önce, birliği ile yürürken bir Rus mangasının arabadan tecavüz edilmiş kadın attığını gördüğünde zaten sarsılmıştı ama ""milyonda bir olur"" gibi saçma bir geçiştirme ile hayalindeki Kızıl Ordu'yu bozmamak için devam etmişti).

Filmin çok kısa geçilmiş ama bence en büyük dönüm noktalarından biri (148. dakika civarı): O ayrıcalıklı Japon subaylarından (işbirliği yapan döneklerden) biri, yorgunluktan düşüp çuvalı yırttı diye bir esiri çamura gömüp, dalga geçip işkence ederken; yetkili bir Rus subayının görüp anında gelerek ""Yeter! Bu esir ne yapmış olursa olsun bu kadarını hak ediyor olamaz, bir daha böyle gaddarlık görürsem affetmem"" diyip adamı kurtarmasıydı.

ŞU OLAY; Kaji'nin tam 2 film, 6 saat boyunca denediği, uğruna sürekli dayak yediği, aptal yerine konduğu, ağzına terlik sokulduğu, erkekliğiyle dalga geçildiği ama yine ve yine deneyip de yapamadığı şeydi. Fikri doğruydu ama zaman ve mekan hep yanlıştı. Ve ironik olarak tabii ki Kaji bu olayı görmedi, yetkiye sahip birinin insanlığına tanık olamadı. O hayalindeki mükemmellikte bir ordunun var olabileceği fikrinin pratikteki karşılığını asla göremedi.

O yüzden bence bu sahne mahkemeden daha da üzücüydü. Çünkü Kaji aptal biri olmadığı için, mahkemede karşısındaki insanların saf kötü olmadığının, aslında onu sevmeyen tercümanın piçliğine bok yoluna gidip Sibirya'ya sürüleceğinin farkındaydı zaten. O konuşmasını kendine yaptı. Dillerini konuşsa sabaha kadar anlaşacaklarını biliyordu ama elinden bir şey gelmiyordu.

Kirihara'nın ölümü hakkında çok bir şey yazmak istemiyorum; Kirihara pek derin bir karakter değil, Kaji'nin bardağı taşıran son damlası olması için oraya sonradan eklenmiş gibi. Hatta o kadar kısa bir süre gördük ki adamı, bu filmde karşılaşınca hatırlamak için bir süre duraksadım. Neyse ki yıllardır beklenen o karakter gelişimi ile Kaji'nin kuduz bir köpeğe dönüp onu döverek lağıma atıp öldürmesini görebildik. Böylece Kaji'nin bürokrasiyle, ""konuşarak çözebiliriz""le ve şiddete karşı teslimiyet fikriyle yaşayan o ılık götlü beyaz yakalı eski benliğinin de tamamen öldüğüne tanık olabildik.

Esir kampından kaçmasının mutlak ölüm olduğunu bilmesine rağmen yürümeye devam etmesi, o hamur köftesini Michiko'ya sakladığını söyleyip devam etmesi...

""Sana olan yolculuğuma devam edebilmek için bir sürü cana kıymam gerekti. Bir sürü adam öldürdüm. Bunun için nefret etme benden... Şu an dahi sana yürüyorum Michiko, hala yollarımı gözlüyor musun? Yol boyunca sayısız çileler çektim. Artık hepsi geride kaldı.""

Bu kısımları ağzım açık izledim. Zaten kamera kullanımı, hava durumu ve Nakadai babanın oyunculuğundan bahsetmeme gerek yok. Benzeri olmayan bir sanat eseri ve çoğu efsane sinema eseri için bir öncü. Bir insanın ideallerinin ve insanlığının yok oluşunu anlatan inanılmaz bir manifesto.",,2026-01-17
